method,source_group,case_id,case_role,region_id,lead_time_hours,evaluation_scope,source_spatial_p95_degc,raw_forecast_tmax_degc,source_maximum_degc,maximum_weight,base_aggregated_tmax_degc,correction_degc,candidate_tmax_degc,observed_tmax_degc,hot_day_threshold_degc,severe_hot_day_threshold_degc,observed_hot_day,candidate_hot_day,candidate_severe_hot_day,forecast_hot_day_streak,candidate_positive
lead_median_loco,2020_prospective_sa08,20200623_00,control,SA-08,24,context_only,40.433228,40.433228,40.785156,0.0,40.433228,0.849338000000003,41.282566,42.0,47.0,49.0,False,False,False,0,False
lead_median_loco,2020_prospective_sa08,20200623_00,control,SA-08,48,target_window,39.605121,39.605121,40.024261,0.0,39.605121,1.6319760000000016,41.237097,42.0,47.0,49.0,False,False,False,0,False
lead_median_loco,2020_prospective_sa08,20200623_00,control,SA-08,72,target_window,39.205518,39.205518,39.506744,0.0,39.205518,1.5008320000000026,40.70635,42.0,47.0,49.0,False,False,False,0,False
lead_median_loco,2020_retrospective_sa04,20200627_00,event,SA-04,24,context_only,44.956194,44.956194,45.773193,0.0,44.956194,0.849338000000003,45.80553200000001,46.0,47.249969,49.078418,False,False,False,0,False
lead_median_loco,2020_retrospective_sa04,20200627_00,event,SA-04,48,target_window,45.007985,45.007985,46.384705,0.0,45.007985,1.6319760000000016,46.639961,47.0,47.249969,49.078418,False,False,False,0,False
lead_median_loco,2020_retrospective_sa04,20200627_00,event,SA-04,72,target_window,45.463254,45.463254,45.994537,0.0,45.463254,1.5008320000000026,46.964086,48.0,47.249969,49.078418,True,False,False,0,False
lead_median_loco,2020_prospective_sa08,20200702_00,event,SA-08,24,context_only,43.316388,43.316388,44.237,0.0,43.316388,0.849338000000003,44.16572600000001,44.2,47.0,49.0,False,False,False,0,False
lead_median_loco,2020_prospective_sa08,20200702_00,event,SA-08,48,target_window,44.190881,44.190881,44.5672,0.0,44.190881,1.6319760000000016,45.822857,47.0,47.0,49.0,True,False,False,0,False
lead_median_loco,2020_prospective_sa08,20200702_00,event,SA-08,72,target_window,45.036707,45.036707,45.202515,0.0,45.036707,1.5008320000000026,46.537539,47.0,47.0,49.0,True,False,False,0,False
lead_median_loco,2020_retrospective_sa04,20200706_00,event,SA-04,24,context_only,47.378952,47.378952,48.129761,0.0,47.378952,0.849338000000003,48.22829,49.0,47.249969,49.078418,True,True,False,1,False
lead_median_loco,2020_retrospective_sa04,20200706_00,event,SA-04,48,target_window,47.848279,47.848279,48.488251,0.0,47.848279,1.6319760000000016,49.480255,50.0,47.249969,49.078418,True,True,True,2,True
lead_median_loco,2020_retrospective_sa04,20200706_00,event,SA-04,72,context_only,47.985997,47.985997,48.391327,0.0,47.985997,1.5839399999999983,49.569936999999996,48.0,47.249969,49.078418,True,True,True,3,True
lead_median_loco,2020_retrospective_sa04,20200715_00,event,SA-04,24,context_only,47.150662,47.150662,47.497131,0.0,47.150662,0.8836119999999994,48.034273999999996,48.0,47.249969,49.078418,True,True,False,1,False
lead_median_loco,2020_retrospective_sa04,20200715_00,event,SA-04,48,target_window,46.327307,46.327307,46.84787,0.0,46.327307,1.917664000000002,48.244971,46.0,47.249969,49.078418,False,True,False,2,True
lead_median_loco,2020_retrospective_sa04,20200715_00,event,SA-04,72,target_window,45.934428,45.934428,47.112854,0.0,45.934428,1.5008320000000026,47.43526,48.0,47.249969,49.078418,True,True,False,3,True
lead_median_loco,2020_retrospective_sa04,20200806_00,event,SA-04,24,context_only,45.273853,45.273853,46.228577,0.0,45.273853,0.8836119999999994,46.157465,46.0,47.249969,49.078418,False,False,False,0,False
lead_median_loco,2020_retrospective_sa04,20200806_00,event,SA-04,48,target_window,45.082336,45.082336,45.62616,0.0,45.082336,1.6319760000000016,46.714312,47.0,47.249969,49.078418,False,False,False,0,False
lead_median_loco,2020_retrospective_sa04,20200806_00,event,SA-04,72,target_window,45.384962,45.384962,46.726837,0.0,45.384962,1.5008320000000026,46.885794000000004,49.0,47.249969,49.078418,True,False,False,0,False
lead_median_loco,2020_retrospective_sa04,20200908_00,event,SA-04,24,context_only,44.458691,44.458691,46.451538,0.0,44.458691,0.849338000000003,45.308029000000005,46.0,47.0,49.0,False,False,False,0,False
lead_median_loco,2020_retrospective_sa04,20200908_00,event,SA-04,48,target_window,44.70089,44.70089,45.819611,0.0,44.70089,1.6319760000000016,46.332866,48.0,47.0,49.0,True,False,False,0,False
lead_median_loco,2020_retrospective_sa04,20200908_00,event,SA-04,72,target_window,44.312521,44.312521,45.126556,0.0,44.312521,1.5008320000000026,45.813353,47.0,47.0,49.0,True,False,False,0,False
lead_median_loco,2020_retrospective_sa04,20200927_00,control,SA-04,24,context_only,42.87088,42.87088,44.483429,0.0,42.87088,0.849338000000003,43.720218,45.0,47.0,49.0,False,False,False,0,False
lead_median_loco,2020_retrospective_sa04,20200927_00,control,SA-04,48,target_window,40.859718,40.859718,41.427032,0.0,40.859718,1.917664000000002,42.777382,41.0,47.0,49.0,False,False,False,0,False
lead_median_loco,2020_retrospective_sa04,20200927_00,control,SA-04,72,target_window,40.499168,40.499168,40.668945,0.0,40.499168,1.5839399999999983,42.083107999999996,42.0,47.0,49.0,False,False,False,0,False
region_median_loco,2018_cross_year_prospective,20180601_00,event,SA-04,24,target_window,45.509152,45.509152,47.119934,0.0,45.509152,1.0438059999999965,46.552958,47.0,47.249969,49.078418,False,False,False,0,False
region_median_loco,2018_cross_year_prospective,20180601_00,event,SA-04,48,target_window,46.568024,46.568024,47.063049,0.0,46.568024,1.0438059999999965,47.61183,48.2,47.249969,49.078418,True,True,False,1,False
region_median_loco,2018_cross_year_prospective,20180601_00,event,SA-04,72,target_window,46.616957,46.616957,47.945801,0.0,46.616957,1.0438059999999965,47.660762999999996,47.3,47.249969,49.078418,True,True,False,2,True
region_median_loco,2018_cross_year_prospective,20180614_00,control,SA-04,24,target_window,45.632617,45.632617,46.299377,0.0,45.632617,1.4908479999999997,47.123465,43.3,47.249969,49.078418,False,False,False,0,False
region_median_loco,2018_cross_year_prospective,20180614_00,control,SA-04,48,target_window,45.749274,45.749274,46.285767,0.0,45.749274,1.4908479999999997,47.240122,43.0,47.249969,49.078418,False,False,False,0,False
region_median_loco,2018_cross_year_prospective,20180614_00,control,SA-04,72,target_window,44.504704,44.504704,44.945923,0.0,44.504704,1.4908479999999997,45.995551999999996,42.8,47.249969,49.078418,False,False,False,0,False
region_median_loco,2018_cross_year_prospective,20180619_00,event,SA-03,24,target_window,43.52858,43.52858,44.153992,0.0,43.52858,0.1718230000000034,43.700403,45.0,47.0,49.0,False,False,False,0,False
region_median_loco,2018_cross_year_prospective,20180619_00,event,SA-03,48,target_window,44.2686,44.2686,45.414276,0.0,44.2686,0.1718230000000034,44.440423,47.0,47.0,49.0,True,False,False,0,False
region_median_loco,2018_cross_year_prospective,20180619_00,event,SA-03,72,target_window,44.862366,44.862366,47.78302,0.0,44.862366,0.1718230000000034,45.034189000000005,47.0,47.0,49.0,True,False,False,0,False
region_median_loco,2018_cross_year_prospective,20180623_00,control,SA-03,24,target_window,43.710217,43.710217,47.004944,0.0,43.710217,2.1376339999999985,45.847851,43.4,47.0,49.0,False,False,False,0,False
region_median_loco,2018_cross_year_prospective,20180623_00,control,SA-03,48,target_window,43.328873,43.328873,44.586487,0.0,43.328873,2.1376339999999985,45.466507,44.0,47.0,49.0,False,False,False,0,False
region_median_loco,2018_cross_year_prospective,20180623_00,control,SA-03,72,target_window,42.828177,42.828177,43.891113,0.0,42.828177,2.1376339999999985,44.965810999999995,43.0,47.0,49.0,False,False,False,0,False
region_median_loco,2018_cross_year_prospective,20180709_00,event,SA-04,24,target_window,47.452081,47.452081,48.143402,0.0,47.452081,1.0438059999999965,48.495886999999996,47.0,47.249969,49.078418,False,True,False,1,False
region_median_loco,2018_cross_year_prospective,20180709_00,event,SA-04,48,target_window,46.501558,46.501558,47.531647,0.0,46.501558,1.0438059999999965,47.545364,48.0,47.249969,49.078418,True,True,False,2,True
region_median_loco,2018_cross_year_prospective,20180709_00,event,SA-04,72,target_window,46.41606,46.41606,47.837372,0.0,46.41606,1.0438059999999965,47.459866,48.0,47.249969,49.078418,True,True,False,3,True
region_median_loco,2018_cross_year_prospective,20180719_00,control,SA-04,24,target_window,45.306812,45.306812,46.342468,0.0,45.306812,1.4908479999999997,46.79766,45.0,47.249969,49.078418,False,False,False,0,False
region_median_loco,2018_cross_year_prospective,20180719_00,control,SA-04,48,target_window,45.943123,45.943123,46.409851,0.0,45.943123,1.4908479999999997,47.433971,45.0,47.249969,49.078418,False,True,False,1,False
region_median_loco,2018_cross_year_prospective,20180719_00,control,SA-04,72,target_window,45.913065,45.913065,46.644348,0.0,45.913065,1.4908479999999997,47.403913,44.0,47.249969,49.078418,False,True,False,2,True
region_median_loco,2020_retrospective_sa04,20200619_00,control,SA-04,24,context_only,43.867627,43.867627,44.670044,0.0,43.867627,1.4908479999999997,45.358475,44.1,47.249969,49.078418,False,False,False,0,False
region_median_loco,2020_retrospective_sa04,20200619_00,control,SA-04,48,target_window,44.084943,44.084943,44.893799,0.0,44.084943,1.4908479999999997,45.575791,43.1,47.249969,49.078418,False,False,False,0,False
region_median_loco,2020_retrospective_sa04,20200619_00,control,SA-04,72,target_window,44.450366,44.450366,45.464539,0.0,44.450366,1.4908479999999997,45.941214,43.0,47.249969,49.078418,False,False,False,0,False
region_median_loco,2020_retrospective_sa04,20200622_00,control,SA-04,24,context_only,43.013921,43.013921,43.666168,0.0,43.013921,1.0438059999999965,44.057727,41.0,47.249969,49.078418,False,False,False,0,False
region_median_loco,2020_retrospective_sa04,20200622_00,control,SA-04,48,target_window,42.062547,42.062547,43.851593,0.0,42.062547,1.0438059999999965,43.106353,44.0,47.249969,49.078418,False,False,False,0,False
region_median_loco,2020_retrospective_sa04,20200622_00,control,SA-04,72,target_window,42.636359,42.636359,44.274292,0.0,42.636359,1.0438059999999965,43.680164999999995,44.1,47.249969,49.078418,False,False,False,0,False
region_median_loco,2020_prospective_sa08,20200623_00,control,SA-08,24,context_only,40.433228,40.433228,40.785156,0.0,40.433228,1.9632930000000002,42.396521,42.0,47.0,49.0,False,False,False,0,False
region_median_loco,2020_prospective_sa08,20200623_00,control,SA-08,48,target_window,39.605121,39.605121,40.024261,0.0,39.605121,1.9632930000000002,41.568414,42.0,47.0,49.0,False,False,False,0,False
region_median_loco,2020_prospective_sa08,20200623_00,control,SA-08,72,target_window,39.205518,39.205518,39.506744,0.0,39.205518,1.9632930000000002,41.168811,42.0,47.0,49.0,False,False,False,0,False
region_median_loco,2020_retrospective_sa04,20200627_00,event,SA-04,24,context_only,44.956194,44.956194,45.773193,0.0,44.956194,0.849338000000003,45.80553200000001,46.0,47.249969,49.078418,False,False,False,0,False
region_median_loco,2020_retrospective_sa04,20200627_00,event,SA-04,48,target_window,45.007985,45.007985,46.384705,0.0,45.007985,0.849338000000003,45.857323,47.0,47.249969,49.078418,False,False,False,0,False
region_median_loco,2020_retrospective_sa04,20200627_00,event,SA-04,72,target_window,45.463254,45.463254,45.994537,0.0,45.463254,0.849338000000003,46.312592,48.0,47.249969,49.078418,True,False,False,0,False
region_median_loco,2020_prospective_sa08,20200702_00,event,SA-08,24,context_only,43.316388,43.316388,44.237,0.0,43.316388,2.394879000000003,45.71126700000001,44.2,47.0,49.0,False,False,False,0,False
region_median_loco,2020_prospective_sa08,20200702_00,event,SA-08,48,target_window,44.190881,44.190881,44.5672,0.0,44.190881,2.394879000000003,46.58576,47.0,47.0,49.0,True,False,False,0,False
region_median_loco,2020_prospective_sa08,20200702_00,event,SA-08,72,target_window,45.036707,45.036707,45.202515,0.0,45.036707,2.394879000000003,47.431586,47.0,47.0,49.0,True,True,False,1,False
region_median_loco,2020_retrospective_sa04,20200706_00,event,SA-04,24,context_only,47.378952,47.378952,48.129761,0.0,47.378952,1.0438059999999965,48.422757999999995,49.0,47.249969,49.078418,True,True,False,1,False
region_median_loco,2020_retrospective_sa04,20200706_00,event,SA-04,48,target_window,47.848279,47.848279,48.488251,0.0,47.848279,1.0438059999999965,48.892084999999994,50.0,47.249969,49.078418,True,True,False,2,True
region_median_loco,2020_retrospective_sa04,20200706_00,event,SA-04,72,context_only,47.985997,47.985997,48.391327,0.0,47.985997,1.0438059999999965,49.029802999999994,48.0,47.249969,49.078418,True,True,False,3,True
region_median_loco,2020_retrospective_sa04,20200715_00,event,SA-04,24,context_only,47.150662,47.150662,47.497131,0.0,47.150662,1.4636410000000026,48.614303,48.0,47.249969,49.078418,True,True,False,1,False
region_median_loco,2020_retrospective_sa04,20200715_00,event,SA-04,48,target_window,46.327307,46.327307,46.84787,0.0,46.327307,1.4636410000000026,47.790948,46.0,47.249969,49.078418,False,True,False,2,True
region_median_loco,2020_retrospective_sa04,20200715_00,event,SA-04,72,target_window,45.934428,45.934428,47.112854,0.0,45.934428,1.4636410000000026,47.398069,48.0,47.249969,49.078418,True,True,False,3,True
region_median_loco,2020_retrospective_sa04,20200806_00,event,SA-04,24,context_only,45.273853,45.273853,46.228577,0.0,45.273853,1.0438059999999965,46.317659,46.0,47.249969,49.078418,False,False,False,0,False
region_median_loco,2020_retrospective_sa04,20200806_00,event,SA-04,48,target_window,45.082336,45.082336,45.62616,0.0,45.082336,1.0438059999999965,46.126141999999994,47.0,47.249969,49.078418,False,False,False,0,False
region_median_loco,2020_retrospective_sa04,20200806_00,event,SA-04,72,target_window,45.384962,45.384962,46.726837,0.0,45.384962,1.0438059999999965,46.428768,49.0,47.249969,49.078418,True,False,False,0,False
region_median_loco,2020_retrospective_sa04,20200908_00,event,SA-04,24,context_only,44.458691,44.458691,46.451538,0.0,44.458691,0.849338000000003,45.308029000000005,46.0,47.0,49.0,False,False,False,0,False
region_median_loco,2020_retrospective_sa04,20200908_00,event,SA-04,48,target_window,44.70089,44.70089,45.819611,0.0,44.70089,0.849338000000003,45.550228000000004,48.0,47.0,49.0,True,False,False,0,False
region_median_loco,2020_retrospective_sa04,20200908_00,event,SA-04,72,target_window,44.312521,44.312521,45.126556,0.0,44.312521,0.849338000000003,45.161859,47.0,47.0,49.0,True,False,False,0,False
region_median_loco,2020_retrospective_sa04,20200927_00,control,SA-04,24,context_only,42.87088,42.87088,44.483429,0.0,42.87088,1.0438059999999965,43.914685999999996,45.0,47.0,49.0,False,False,False,0,False
region_median_loco,2020_retrospective_sa04,20200927_00,control,SA-04,48,target_window,40.859718,40.859718,41.427032,0.0,40.859718,1.0438059999999965,41.903524,41.0,47.0,49.0,False,False,False,0,False
region_median_loco,2020_retrospective_sa04,20200927_00,control,SA-04,72,target_window,40.499168,40.499168,40.668945,0.0,40.499168,1.0438059999999965,41.542973999999994,42.0,47.0,49.0,False,False,False,0,False
region_lead_shrinkage_loco,2018_cross_year_prospective,20180601_00,event,SA-04,24,target_window,45.509152,45.509152,47.119934,0.0,45.509152,0.7696261764705876,46.27877817647059,47.0,47.249969,49.078418,False,False,False,0,False
region_lead_shrinkage_loco,2018_cross_year_prospective,20180601_00,event,SA-04,48,target_window,46.568024,46.568024,47.063049,0.0,46.568024,1.6464027058823518,48.21442670588235,48.2,47.249969,49.078418,True,True,False,1,False
region_lead_shrinkage_loco,2018_cross_year_prospective,20180601_00,event,SA-04,72,target_window,46.616957,46.616957,47.945801,0.0,46.616957,1.5301642352941187,48.147121235294115,47.3,47.249969,49.078418,True,True,False,2,True
region_lead_shrinkage_loco,2018_cross_year_prospective,20180614_00,control,SA-04,24,target_window,45.632617,45.632617,46.299377,0.0,45.632617,0.8614347058823547,46.494051705882356,43.3,47.249969,49.078418,False,False,False,0,False
region_lead_shrinkage_loco,2018_cross_year_prospective,20180614_00,control,SA-04,48,target_window,45.749274,45.749274,46.285767,0.0,45.749274,1.7328070588235311,47.48208105882353,43.0,47.249969,49.078418,False,True,False,1,False
region_lead_shrinkage_loco,2018_cross_year_prospective,20180614_00,control,SA-04,72,target_window,44.504704,44.504704,44.945923,0.0,44.504704,1.5301642352941187,46.03486823529411,42.8,47.249969,49.078418,False,False,False,0,False
region_lead_shrinkage_loco,2018_cross_year_prospective,20180619_00,event,SA-03,24,target_window,43.52858,43.52858,44.153992,0.0,43.52858,0.6836872857142882,44.21226728571428,45.0,47.0,49.0,False,False,False,0,False
region_lead_shrinkage_loco,2018_cross_year_prospective,20180619_00,event,SA-03,48,target_window,44.2686,44.2686,45.414276,0.0,44.2686,1.4947118571428584,45.76331185714286,47.0,47.0,49.0,True,False,False,0,False
region_lead_shrinkage_loco,2018_cross_year_prospective,20180619_00,event,SA-03,72,target_window,44.862366,44.862366,47.78302,0.0,44.862366,1.3109735714285744,46.17333957142858,47.0,47.0,49.0,True,False,False,0,False
region_lead_shrinkage_loco,2018_cross_year_prospective,20180623_00,control,SA-03,24,target_window,43.710217,43.710217,47.004944,0.0,43.710217,0.9675845714285713,44.677801571428574,43.4,47.0,49.0,False,False,False,0,False
region_lead_shrinkage_loco,2018_cross_year_prospective,20180623_00,control,SA-03,48,target_window,43.328873,43.328873,44.586487,0.0,43.328873,2.0339120000000017,45.362785,44.0,47.0,49.0,False,False,False,0,False
region_lead_shrinkage_loco,2018_cross_year_prospective,20180623_00,control,SA-03,72,target_window,42.828177,42.828177,43.891113,0.0,42.828177,1.6630391428571412,44.49121614285714,43.0,47.0,49.0,False,False,False,0,False
region_lead_shrinkage_loco,2018_cross_year_prospective,20180709_00,event,SA-04,24,target_window,47.452081,47.452081,48.143402,0.0,47.452081,0.8614347058823547,48.31351570588235,47.0,47.249969,49.078418,False,True,False,1,False
region_lead_shrinkage_loco,2018_cross_year_prospective,20180709_00,event,SA-04,48,target_window,46.501558,46.501558,47.531647,0.0,46.501558,1.7328070588235311,48.234365058823535,48.0,47.249969,49.078418,True,True,False,2,True
region_lead_shrinkage_loco,2018_cross_year_prospective,20180709_00,event,SA-04,72,target_window,46.41606,46.41606,47.837372,0.0,46.41606,1.4767672352941204,47.89282723529412,48.0,47.249969,49.078418,True,True,False,3,True
region_lead_shrinkage_loco,2018_cross_year_prospective,20180719_00,control,SA-04,24,target_window,45.306812,45.306812,46.342468,0.0,45.306812,0.8614347058823547,46.16824670588235,45.0,47.249969,49.078418,False,False,False,0,False
region_lead_shrinkage_loco,2018_cross_year_prospective,20180719_00,control,SA-04,48,target_window,45.943123,45.943123,46.409851,0.0,45.943123,1.7328070588235311,47.67593005882353,45.0,47.249969,49.078418,False,True,False,1,False
region_lead_shrinkage_loco,2018_cross_year_prospective,20180719_00,control,SA-04,72,target_window,45.913065,45.913065,46.644348,0.0,45.913065,1.5301642352941187,47.44322923529412,44.0,47.249969,49.078418,False,True,False,2,True
region_lead_shrinkage_loco,2020_retrospective_sa04,20200619_00,control,SA-04,24,context_only,43.867627,43.867627,44.670044,0.0,43.867627,0.8614347058823547,44.72906170588235,44.1,47.249969,49.078418,False,False,False,0,False
region_lead_shrinkage_loco,2020_retrospective_sa04,20200619_00,control,SA-04,48,target_window,44.084943,44.084943,44.893799,0.0,44.084943,1.7328070588235311,45.817750058823535,43.1,47.249969,49.078418,False,False,False,0,False
region_lead_shrinkage_loco,2020_retrospective_sa04,20200619_00,control,SA-04,72,target_window,44.450366,44.450366,45.464539,0.0,44.450366,1.5301642352941187,45.98053023529412,43.0,47.249969,49.078418,False,False,False,0,False
region_lead_shrinkage_loco,2020_retrospective_sa04,20200622_00,control,SA-04,24,context_only,43.013921,43.013921,43.666168,0.0,43.013921,0.8614347058823547,43.875355705882356,41.0,47.249969,49.078418,False,False,False,0,False
region_lead_shrinkage_loco,2020_retrospective_sa04,20200622_00,control,SA-04,48,target_window,42.062547,42.062547,43.851593,0.0,42.062547,1.5455716470588223,43.608118647058824,44.0,47.249969,49.078418,False,False,False,0,False
region_lead_shrinkage_loco,2020_retrospective_sa04,20200622_00,control,SA-04,72,target_window,42.636359,42.636359,44.274292,0.0,42.636359,1.5301642352941187,44.166523235294115,44.1,47.249969,49.078418,False,False,False,0,False
region_lead_shrinkage_loco,2020_prospective_sa08,20200623_00,control,SA-08,24,context_only,40.433228,40.433228,40.785156,0.0,40.433228,0.8542342857142883,41.28746228571429,42.0,47.0,49.0,False,False,False,0,False
region_lead_shrinkage_loco,2020_prospective_sa08,20200623_00,control,SA-08,48,target_window,39.605121,39.605121,40.024261,0.0,39.605121,1.8001392857142875,41.405260285714284,42.0,47.0,49.0,False,False,False,0,False
region_lead_shrinkage_loco,2020_prospective_sa08,20200623_00,control,SA-08,72,target_window,39.205518,39.205518,39.506744,0.0,39.205518,1.5668978571428596,40.77241585714286,42.0,47.0,49.0,False,False,False,0,False
region_lead_shrinkage_loco,2020_retrospective_sa04,20200627_00,event,SA-04,24,context_only,44.956194,44.956194,45.773193,0.0,44.956194,0.7696261764705876,45.72582017647059,46.0,47.249969,49.078418,False,False,False,0,False
region_lead_shrinkage_loco,2020_retrospective_sa04,20200627_00,event,SA-04,48,target_window,45.007985,45.007985,46.384705,0.0,45.007985,1.5455716470588223,46.55355664705882,47.0,47.249969,49.078418,False,False,False,0,False
region_lead_shrinkage_loco,2020_retrospective_sa04,20200627_00,event,SA-04,72,target_window,45.463254,45.463254,45.994537,0.0,45.463254,1.4767672352941204,46.94002123529412,48.0,47.249969,49.078418,True,False,False,0,False
region_lead_shrinkage_loco,2020_prospective_sa08,20200702_00,event,SA-08,24,context_only,43.316388,43.316388,44.237,0.0,43.316388,0.9518285714285741,44.268216571428574,44.2,47.0,49.0,False,False,False,0,False
region_lead_shrinkage_loco,2020_prospective_sa08,20200702_00,event,SA-08,48,target_window,44.190881,44.190881,44.5672,0.0,44.190881,1.7409621428571447,45.93184314285714,47.0,47.0,49.0,True,False,False,0,False
region_lead_shrinkage_loco,2020_prospective_sa08,20200702_00,event,SA-08,72,target_window,45.036707,45.036707,45.202515,0.0,45.036707,1.6856391428571456,46.72234614285715,47.0,47.0,49.0,True,False,False,0,False
region_lead_shrinkage_loco,2020_retrospective_sa04,20200706_00,event,SA-04,24,context_only,47.378952,47.378952,48.129761,0.0,47.378952,0.7696261764705876,48.148578176470586,49.0,47.249969,49.078418,True,True,False,1,False
region_lead_shrinkage_loco,2020_retrospective_sa04,20200706_00,event,SA-04,48,target_window,47.848279,47.848279,48.488251,0.0,47.848279,1.5455716470588223,49.39385064705882,50.0,47.249969,49.078418,True,True,True,2,True
region_lead_shrinkage_loco,2020_retrospective_sa04,20200706_00,event,SA-04,72,context_only,47.985997,47.985997,48.391327,0.0,47.985997,1.5301642352941187,49.51616123529411,48.0,47.249969,49.078418,True,True,True,3,True
region_lead_shrinkage_loco,2020_retrospective_sa04,20200715_00,event,SA-04,24,context_only,47.150662,47.150662,47.497131,0.0,47.150662,0.7817228823529393,47.932384882352935,48.0,47.249969,49.078418,True,True,False,1,False
region_lead_shrinkage_loco,2020_retrospective_sa04,20200715_00,event,SA-04,48,target_window,46.327307,46.327307,46.84787,0.0,46.327307,1.7328070588235311,48.06011405882353,46.0,47.249969,49.078418,False,True,False,2,True
region_lead_shrinkage_loco,2020_retrospective_sa04,20200715_00,event,SA-04,72,target_window,45.934428,45.934428,47.112854,0.0,45.934428,1.4767672352941204,47.411195235294116,48.0,47.249969,49.078418,True,True,False,3,True
region_lead_shrinkage_loco,2020_retrospective_sa04,20200806_00,event,SA-04,24,context_only,45.273853,45.273853,46.228577,0.0,45.273853,0.8614347058823547,46.135287705882355,46.0,47.249969,49.078418,False,False,False,0,False
region_lead_shrinkage_loco,2020_retrospective_sa04,20200806_00,event,SA-04,48,target_window,45.082336,45.082336,45.62616,0.0,45.082336,1.5455716470588223,46.62790764705882,47.0,47.249969,49.078418,False,False,False,0,False
region_lead_shrinkage_loco,2020_retrospective_sa04,20200806_00,event,SA-04,72,target_window,45.384962,45.384962,46.726837,0.0,45.384962,1.4767672352941204,46.86172923529412,49.0,47.249969,49.078418,True,False,False,0,False
region_lead_shrinkage_loco,2020_retrospective_sa04,20200908_00,event,SA-04,24,context_only,44.458691,44.458691,46.451538,0.0,44.458691,0.7696261764705876,45.22831717647059,46.0,47.0,49.0,False,False,False,0,False
region_lead_shrinkage_loco,2020_retrospective_sa04,20200908_00,event,SA-04,48,target_window,44.70089,44.70089,45.819611,0.0,44.70089,1.5455716470588223,46.24646164705882,48.0,47.0,49.0,True,False,False,0,False
region_lead_shrinkage_loco,2020_retrospective_sa04,20200908_00,event,SA-04,72,target_window,44.312521,44.312521,45.126556,0.0,44.312521,1.4767672352941204,45.789288235294116,47.0,47.0,49.0,True,False,False,0,False
region_lead_shrinkage_loco,2020_retrospective_sa04,20200927_00,control,SA-04,24,context_only,42.87088,42.87088,44.483429,0.0,42.87088,0.7696261764705876,43.64050617647059,45.0,47.0,49.0,False,False,False,0,False
region_lead_shrinkage_loco,2020_retrospective_sa04,20200927_00,control,SA-04,48,target_window,40.859718,40.859718,41.427032,0.0,40.859718,1.7328070588235311,42.59252505882353,41.0,47.0,49.0,False,False,False,0,False
region_lead_shrinkage_loco,2020_retrospective_sa04,20200927_00,control,SA-04,72,target_window,40.499168,40.499168,40.668945,0.0,40.499168,1.5060994705882362,42.00526747058824,42.0,47.0,49.0,False,False,False,0,False
ridge_state_loco_lambda1,2018_cross_year_prospective,20180601_00,event,SA-04,24,target_window,45.509152,45.509152,47.119934,0.0,45.509152,0.26410081505683514,45.773252815056836,47.0,47.249969,49.078418,False,False,False,0,False
ridge_state_loco_lambda1,2018_cross_year_prospective,20180601_00,event,SA-04,48,target_window,46.568024,46.568024,47.063049,0.0,46.568024,0.7667690502542546,47.334793050254255,48.2,47.249969,49.078418,True,True,False,1,False
ridge_state_loco_lambda1,2018_cross_year_prospective,20180601_00,event,SA-04,72,target_window,46.616957,46.616957,47.945801,0.0,46.616957,0.8227142632359816,47.43967126323598,47.3,47.249969,49.078418,True,True,False,2,True
ridge_state_loco_lambda1,2018_cross_year_prospective,20180614_00,control,SA-04,24,target_window,45.632617,45.632617,46.299377,0.0,45.632617,0.6050042339483614,46.23762123394837,43.3,47.249969,49.078418,False,False,False,0,False
ridge_state_loco_lambda1,2018_cross_year_prospective,20180614_00,control,SA-04,48,target_window,45.749274,45.749274,46.285767,0.0,45.749274,1.1874987992692079,46.93677279926921,43.0,47.249969,49.078418,False,False,False,0,False
ridge_state_loco_lambda1,2018_cross_year_prospective,20180614_00,control,SA-04,72,target_window,44.504704,44.504704,44.945923,0.0,44.504704,1.13031654572196,45.63502054572196,42.8,47.249969,49.078418,False,False,False,0,False
ridge_state_loco_lambda1,2018_cross_year_prospective,20180619_00,event,SA-03,24,target_window,43.52858,43.52858,44.153992,0.0,43.52858,0.28261942200417844,43.81119942200418,45.0,47.0,49.0,False,False,False,0,False
ridge_state_loco_lambda1,2018_cross_year_prospective,20180619_00,event,SA-03,48,target_window,44.2686,44.2686,45.414276,0.0,44.2686,0.7313248730162375,44.999924873016234,47.0,47.0,49.0,True,False,False,0,False
ridge_state_loco_lambda1,2018_cross_year_prospective,20180619_00,event,SA-03,72,target_window,44.862366,44.862366,47.78302,0.0,44.862366,0.7405515955010675,45.60291759550107,47.0,47.0,49.0,True,False,False,0,False
ridge_state_loco_lambda1,2018_cross_year_prospective,20180623_00,control,SA-03,24,target_window,43.710217,43.710217,47.004944,0.0,43.710217,1.489975407633306,45.20019240763331,43.4,47.0,49.0,False,False,False,0,False
ridge_state_loco_lambda1,2018_cross_year_prospective,20180623_00,control,SA-03,48,target_window,43.328873,43.328873,44.586487,0.0,43.328873,2.003360778222762,45.332233778222765,44.0,47.0,49.0,False,False,False,0,False
ridge_state_loco_lambda1,2018_cross_year_prospective,20180623_00,control,SA-03,72,target_window,42.828177,42.828177,43.891113,0.0,42.828177,2.0545408722232033,44.882717872223196,43.0,47.0,49.0,False,False,False,0,False
