case_id,initial_time,lead_time_hours,valid_start_time,valid_end_time,region_id,variable,aggregation,forecast_value,observed_value,unit,event_threshold,observation_source,observation_id,coverage_fraction,station_count,qc_status
20200623_00,2020-06-23T00:00:00Z,24,2020-06-23T00:00:00Z,2020-06-24T00:00:00Z,SA-08,tmax_c,station_min,34.03082275390625,36.0,degC,47.0,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-06-23_SA-08_tmax_c_station_min,1.0,3,accepted
20200623_00,2020-06-23T00:00:00Z,24,2020-06-23T00:00:00Z,2020-06-24T00:00:00Z,SA-08,tmin_c,station_mean,24.250386555989582,23.333333333333332,degC,32.659991,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-06-23_SA-08_tmin_c_station_mean,1.0,3,accepted
20200623_00,2020-06-23T00:00:00Z,24,2020-06-23T00:00:00Z,2020-06-24T00:00:00Z,SA-08,tmin_c,station_max,26.637298583984375,27.0,degC,32.659991,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-06-23_SA-08_tmin_c_station_max,1.0,3,accepted
20200623_00,2020-06-23T00:00:00Z,24,2020-06-23T00:00:00Z,2020-06-24T00:00:00Z,SA-08,tmin_c,station_min,20.822509765625,18.0,degC,32.659991,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-06-23_SA-08_tmin_c_station_min,1.0,3,accepted
20200623_00,2020-06-23T00:00:00Z,48,2020-06-24T00:00:00Z,2020-06-25T00:00:00Z,SA-08,tmax_c,station_mean,36.60260009765625,38.333333333333336,degC,47.0,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-06-24_SA-08_tmax_c_station_mean,1.0,3,accepted
20200623_00,2020-06-23T00:00:00Z,48,2020-06-24T00:00:00Z,2020-06-25T00:00:00Z,SA-08,tmax_c,station_max,38.296478271484375,42.0,degC,47.0,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-06-24_SA-08_tmax_c_station_max,1.0,3,accepted
20200623_00,2020-06-23T00:00:00Z,48,2020-06-24T00:00:00Z,2020-06-25T00:00:00Z,SA-08,tmax_c,station_min,33.6231689453125,34.0,degC,47.0,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-06-24_SA-08_tmax_c_station_min,1.0,3,accepted
20200623_00,2020-06-23T00:00:00Z,48,2020-06-24T00:00:00Z,2020-06-25T00:00:00Z,SA-08,tmin_c,station_mean,22.864339192708332,22.333333333333332,degC,32.659991,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-06-24_SA-08_tmin_c_station_mean,1.0,3,accepted
20200623_00,2020-06-23T00:00:00Z,48,2020-06-24T00:00:00Z,2020-06-25T00:00:00Z,SA-08,tmin_c,station_max,24.353729248046875,25.0,degC,32.659991,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-06-24_SA-08_tmin_c_station_max,1.0,3,accepted
20200623_00,2020-06-23T00:00:00Z,48,2020-06-24T00:00:00Z,2020-06-25T00:00:00Z,SA-08,tmin_c,station_min,20.333343505859375,18.0,degC,32.659991,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-06-24_SA-08_tmin_c_station_min,1.0,3,accepted
20200623_00,2020-06-23T00:00:00Z,72,2020-06-25T00:00:00Z,2020-06-26T00:00:00Z,SA-08,tmax_c,station_mean,37.11219278971354,39.0,degC,47.0,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-06-25_SA-08_tmax_c_station_mean,1.0,3,accepted
20200623_00,2020-06-23T00:00:00Z,72,2020-06-25T00:00:00Z,2020-06-26T00:00:00Z,SA-08,tmax_c,station_max,38.479278564453125,42.0,degC,47.0,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-06-25_SA-08_tmax_c_station_max,1.0,3,accepted
20200623_00,2020-06-23T00:00:00Z,72,2020-06-25T00:00:00Z,2020-06-26T00:00:00Z,SA-08,tmax_c,station_min,34.479278564453125,35.0,degC,47.0,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-06-25_SA-08_tmax_c_station_min,1.0,3,accepted
20200623_00,2020-06-23T00:00:00Z,72,2020-06-25T00:00:00Z,2020-06-26T00:00:00Z,SA-08,tmin_c,station_mean,23.781585693359375,21.53333333333333,degC,32.659991,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-06-25_SA-08_tmin_c_station_mean,1.0,3,accepted
20200623_00,2020-06-23T00:00:00Z,72,2020-06-25T00:00:00Z,2020-06-26T00:00:00Z,SA-08,tmin_c,station_max,25.332794189453125,23.6,degC,32.659991,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-06-25_SA-08_tmin_c_station_max,1.0,3,accepted
20200623_00,2020-06-23T00:00:00Z,72,2020-06-25T00:00:00Z,2020-06-26T00:00:00Z,SA-08,tmin_c,station_min,21.352508544921875,18.0,degC,32.659991,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-06-25_SA-08_tmin_c_station_min,1.0,3,accepted
20200702_00,2020-07-02T00:00:00Z,24,2020-07-02T00:00:00Z,2020-07-03T00:00:00Z,SA-08,tmax_c,station_mean,39.582804361979164,40.1,degC,47.0,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-07-02_SA-08_tmax_c_station_mean,1.0,3,accepted
20200702_00,2020-07-02T00:00:00Z,24,2020-07-02T00:00:00Z,2020-07-03T00:00:00Z,SA-08,tmax_c,station_max,41.613006591796875,44.2,degC,47.0,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-07-02_SA-08_tmax_c_station_max,1.0,3,accepted
20200702_00,2020-07-02T00:00:00Z,24,2020-07-02T00:00:00Z,2020-07-03T00:00:00Z,SA-08,tmax_c,station_min,37.11529541015625,36.0,degC,47.0,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-07-02_SA-08_tmax_c_station_min,1.0,3,accepted
20200702_00,2020-07-02T00:00:00Z,24,2020-07-02T00:00:00Z,2020-07-03T00:00:00Z,SA-08,tmin_c,station_mean,27.441202799479168,22.433333333333334,degC,32.659991,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-07-02_SA-08_tmin_c_station_mean,1.0,3,accepted
20200702_00,2020-07-02T00:00:00Z,24,2020-07-02T00:00:00Z,2020-07-03T00:00:00Z,SA-08,tmin_c,station_max,29.95379638671875,25.7,degC,32.659991,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-07-02_SA-08_tmin_c_station_max,1.0,3,accepted
20200702_00,2020-07-02T00:00:00Z,24,2020-07-02T00:00:00Z,2020-07-03T00:00:00Z,SA-08,tmin_c,station_min,24.151580810546875,20.6,degC,32.659991,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-07-02_SA-08_tmin_c_station_min,1.0,3,accepted
20200702_00,2020-07-02T00:00:00Z,48,2020-07-03T00:00:00Z,2020-07-04T00:00:00Z,SA-08,tmax_c,station_mean,41.940450032552086,43.333333333333336,degC,47.0,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-07-03_SA-08_tmax_c_station_mean,1.0,3,accepted
20200702_00,2020-07-02T00:00:00Z,48,2020-07-03T00:00:00Z,2020-07-04T00:00:00Z,SA-08,tmax_c,station_max,43.61053466796875,47.0,degC,47.0,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-07-03_SA-08_tmax_c_station_max,1.0,3,accepted
20200702_00,2020-07-02T00:00:00Z,48,2020-07-03T00:00:00Z,2020-07-04T00:00:00Z,SA-08,tmax_c,station_min,39.724334716796875,40.0,degC,47.0,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-07-03_SA-08_tmax_c_station_min,1.0,3,accepted
20200702_00,2020-07-02T00:00:00Z,48,2020-07-03T00:00:00Z,2020-07-04T00:00:00Z,SA-08,tmin_c,station_mean,29.561055501302082,26.666666666666668,degC,32.659991,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-07-03_SA-08_tmin_c_station_mean,1.0,3,accepted
20200702_00,2020-07-02T00:00:00Z,48,2020-07-03T00:00:00Z,2020-07-04T00:00:00Z,SA-08,tmin_c,station_max,30.93218994140625,29.9,degC,32.659991,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-07-03_SA-08_tmin_c_station_max,1.0,3,accepted
20200702_00,2020-07-02T00:00:00Z,48,2020-07-03T00:00:00Z,2020-07-04T00:00:00Z,SA-08,tmin_c,station_min,27.902069091796875,23.0,degC,32.659991,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-07-03_SA-08_tmin_c_station_min,1.0,3,accepted
20200702_00,2020-07-02T00:00:00Z,72,2020-07-04T00:00:00Z,2020-07-05T00:00:00Z,SA-08,tmax_c,station_mean,43.475982666015625,44.333333333333336,degC,47.0,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-07-04_SA-08_tmax_c_station_mean,1.0,3,accepted
20200702_00,2020-07-02T00:00:00Z,72,2020-07-04T00:00:00Z,2020-07-05T00:00:00Z,SA-08,tmax_c,station_max,44.62969970703125,47.0,degC,47.0,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-07-04_SA-08_tmax_c_station_max,1.0,3,accepted
20200702_00,2020-07-02T00:00:00Z,72,2020-07-04T00:00:00Z,2020-07-05T00:00:00Z,SA-08,tmax_c,station_min,41.84417724609375,42.0,degC,47.0,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-07-04_SA-08_tmax_c_station_min,1.0,3,accepted
20200702_00,2020-07-02T00:00:00Z,72,2020-07-04T00:00:00Z,2020-07-05T00:00:00Z,SA-08,tmin_c,station_mean,28.378835042317707,27.73333333333333,degC,32.659991,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-07-04_SA-08_tmin_c_station_mean,1.0,3,accepted
20200702_00,2020-07-02T00:00:00Z,72,2020-07-04T00:00:00Z,2020-07-05T00:00:00Z,SA-08,tmin_c,station_max,30.5653076171875,30.4,degC,32.659991,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-07-04_SA-08_tmin_c_station_max,1.0,3,accepted
20200702_00,2020-07-02T00:00:00Z,72,2020-07-04T00:00:00Z,2020-07-05T00:00:00Z,SA-08,tmin_c,station_min,25.21148681640625,25.0,degC,32.659991,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-07-04_SA-08_tmin_c_station_min,1.0,3,accepted
